 OB 43 6 62 .414 20,{'MISC': 0.0012887577725800002, 'LOC': 4.3045288329000004e-05, 'SoftwareSubscription': 2.559057692e-05, 'PER': 2.4524608388000004e-05, 'ORG': 1.52153582375e-05, 'FreightCharge': 8.27884448e-06, 'VehiclesGas': 5.94457325e-06, 'Insurance': 5.168098606e-06, 'Catering': 4.82721843e-06, 'Unknown': 4.4858001399999996e-06, 'BankCharges': 4.46494401e-06, 'SmallEquipment': 4.284054489999999e-06, 'Meals&Entertainment': 3.41708639e-06, 'OfficeExpense': 2.6668115270000004e-06, 'Travel&Transportation': 2.41986394e-06, 'VehicleRepairs': 9.90550925e-07, 'Advertising': 7.5738366e-07, 'Postage': 4.32562933e-07, 'Clothing&Hair&Makeup': 3.83779894e-07, 'Telephone': 3.300851745e-07}
 S. African Afrikaners still seek own territory .,{'LOC': 0.99493125109, 'MISC': 0.0047731687619, 'ORG': 0.00015738675, 'Travel&Transportation': 6.270172124e-05, 'SoftwareSubscription': 2.8093461799999997e-05, 'PER': 1.3536858692999998e-05, 'VehiclesGas': 9.39803574e-06, 'FreightCharge': 5.97692173e-06, 'Advertising': 2.58474258e-06, 'SmallEquipment': 2.43851373e-06, 'Clothing&Hair&Makeup': 2.365066913e-06, 'Insurance': 2.0674482400000004e-06, 'Catering': 1.52394601e-06, 'Postage': 1.04774617e-06, 'Telephone': 9.6651278e-07, 'VehicleRepairs': 8.6653046e-07, 'OfficeExpense': 7.5994045e-07, 'Meals&Entertainment': 6.411574650000001e-07, 'Unknown': 4.7364108599999997e-07, 'BankCharges': 1.897439047e-07}
 CAPE TOWN 1996-08-31,{'PER': 0.9962170160000001, 'LOC': 0.0016651375214999998, 'ORG': 0.0009202166759999999, 'MISC': 0.000679854672, 'SoftwareSubscription': 0.0002724259093, 'Travel&Transportation': 6.0713899199999995e-05, 'Advertising': 3.9332604e-05, 'Meals&Entertainment': 2.547150777e-05, 'Unknown': 2.1208971699999998e-05, 'VehiclesGas': 1.64188443e-05, 'OfficeExpense': 1.24183133e-05, 'FreightCharge': 1.20502913e-05, 'BankCharges': 1.003973228e-05, 'Clothing&Hair&Makeup': 6.898458170000001e-06, 'Catering': 6.33213434e-06, 'Telephone': 6.2164457000000005e-06, 'Postage': 4.18272533e-06, 'SmallEquipment': 3.2582197639999997e-06, 'VehicleRepairs': 2.5322738159999998e-06, 'Insurance': 8.6085741e-07}
 South African right-wing Afrikaners on Saturday revived their campaign for a form of self-rule , identifying a sparsely-populated area in Northern Cape province as the best place for a home of their own .,{'MISC': 0.0017960868696, 'PER': 0.0017288797198, 'SoftwareSubscription': 0.0013836809350000001, 'FreightCharge': 0.0002889447609, 'Meals&Entertainment': 0.000185790925, 'OfficeExpense': 0.000172386858, 'Advertising': 0.000108907932, 'BankCharges': 0.00010635666319999999, 'SmallEquipment': 0.0001031255226, 'Catering': 9.1634427e-05, 'VehiclesGas': 8.534200149999999e-05, 'Travel&Transportation': 6.25100153e-05, 'LOC': 6.15545119e-05, 'Unknown': 4.6942194300000004e-05, 'Insurance': 4.27183831e-05, 'Telephone': 1.73619665e-05, 'ORG': 1.6283088709999998e-05, 'Postage': 1.52301001e-05, 'Clothing&Hair&Makeup': 1.50637405e-05, 'VehicleRepairs': 9.89205825e-06}
 Constand Viljoen , leader of the Freedom Front party , told a news conference in Pretoria self-determination for Afrikaners could begin at local government level .,{'LOC': 0.9841833431, 'ORG': 0.008477115555, 'MISC': 0.007193846655999999, 'PER': 7.17157208e-05, 'Travel&Transportation': 1.28322602e-05, 'VehiclesGas': 1.274449702e-05, 'Catering': 5.33184583e-06, 'SoftwareSubscription': 5.23398836e-06, 'Advertising': 4.25969297e-06, 'VehicleRepairs': 3.5091214e-06, 'FreightCharge': 3.4388973e-06, 'Insurance': 3.15818217e-06, 'Telephone': 2.4797860600000002e-06, 'Clothing&Hair&Makeup': 2.44639286e-06, 'SmallEquipment': 2.21610054e-06, 'Postage': 1.98930043e-06, 'OfficeExpense': 1.5129948099999998e-06, 'Meals&Entertainment': 1.11967472e-06, 'Unknown': 9.481295050000001e-07, 'BankCharges': 5.342415e-07}
 " Certain powers can be delegated from the provincial level , towards the sub-regions , " he said .,{'PER': 0.936736451, 'MISC': 0.01132035615, 'VehiclesGas': 0.007638978350000001, 'SoftwareSubscription': 0.0063198429, 'FreightCharge': 0.00576123955, 'Travel&Transportation': 0.00421329944, 'LOC': 0.00370396243, 'BankCharges': 0.002478829119, 'VehicleRepairs': 0.00148046712, 'Telephone': 0.0014614793100000002, 'OfficeExpense': 0.0013097631850000002, 'ORG': 0.0012026320269999998, 'Clothing&Hair&Makeup': 0.0011121057809999999, 'Catering': 0.00106661327, 'Advertising': 0.0008662699999999999, 'Insurance': 0.00058446399, 'Unknown': 0.000519777044, 'SmallEquipment': 0.000459390111, 'Postage': 0.000268196828, 'Meals&Entertainment': 0.00015449119849999997}
 " We think that the Afrikaner model within this new , multi- ethnic society of South Africa will have to develop experimentally with world thinking in this regard . ",{'MISC': 0.00202593735996, 'PER': 5.1706284583500004e-05, 'ORG': 1.780046515e-05, 'LOC': 1.13107261242e-05, 'BankCharges': 9.47305956e-06, 'SoftwareSubscription': 8.592638226999999e-06, 'Insurance': 4.949896585999999e-06, 'Unknown': 3.41504225e-06, 'Meals&Entertainment': 2.910815336e-06, 'VehiclesGas': 2.8298558500000004e-06, 'Catering': 2.349107786e-06, 'FreightCharge': 1.6980777599999999e-06, 'SmallEquipment': 1.3409576160000002e-06, 'Advertising': 9.987275100000001e-07, 'OfficeExpense': 8.12936294e-07, 'VehicleRepairs': 4.33720474e-07, 'Travel&Transportation': 3.9155016000000003e-07, 'Clothing&Hair&Makeup': 3.50186322e-07, 'Postage': 3.32495887e-07, 'Telephone': 1.74328402e-07}
 Viljoen broke with other right-wing whites in 1994 by taking part in the country 's first all-race elections in April of that year , saying the only way to attain self-determination was by cooperating with President Nelson Mandela 's majority African National Congress .,{'MISC': 0.0005447691600800001, 'ORG': 2.9992239120000002e-05, 'PER': 1.8583865023e-05, 'VehiclesGas': 1.050092534e-05, 'Insurance': 9.649752819999998e-06, 'BankCharges': 6.83528887e-06, 'LOC': 6.123412821200001e-06, 'Catering': 4.477088690000001e-06, 'SoftwareSubscription': 1.4632593000000002e-06, 'Meals&Entertainment': 1.3117425370000001e-06, 'Unknown': 1.13304037e-06, 'VehicleRepairs': 9.23208954e-07, 'FreightCharge': 9.054167799999999e-07, 'SmallEquipment': 4.1052941100000004e-07, 'Advertising': 3.82568846e-07, 'OfficeExpense': 3.1312321e-07, 'Clothing&Hair&Makeup': 1.9599481200000004e-07, 'Postage': 1.386596703e-07, 'Travel&Transportation': 1.2862416899999998e-07, 'Telephone': 1.0600192300000001e-07}
 Some right-wingers demanded sovereignty in their own territory in the run-up to the elections , saying the alternative was war .,{'PER': 0.999943260408, 'ORG': 1.914524076e-05, 'VehiclesGas': 8.440396040000001e-06, 'Meals&Entertainment': 8.065209573000001e-06, 'MISC': 4.439006878499999e-06, 'BankCharges': 3.01650342e-06, 'Clothing&Hair&Makeup': 2.87601869e-06, 'LOC': 2.3313663309999998e-06, 'Catering': 1.630577498e-06, 'VehicleRepairs': 1.5885994100000001e-06, 'SoftwareSubscription': 9.759641369999999e-07, 'Postage': 6.730706519999999e-07, 'Insurance': 6.70306507e-07, 'OfficeExpense': 6.47749508e-07, 'FreightCharge': 4.5376173059999995e-07, 'Advertising': 3.23164929e-07, 'Travel&Transportation': 3.0855774e-07, 'Telephone': 2.85481029e-07, 'Unknown': 1.92637621e-07, 'SmallEquipment': 1.013427423e-07}
 Their threats came to nothing .,{'MISC': 0.001172154998988, 'ORG': 0.00011533920214000001, 'Insurance': 1.209124965e-05, 'LOC': 1.0050915998e-05, 'Unknown': 4.6859424700000004e-06, 'BankCharges': 4.25926964e-06, 'PER': 3.2534290288e-06, 'SoftwareSubscription': 3.163631492e-06, 'Catering': 1.56673148e-06, 'Meals&Entertainment': 1.47570959e-06, 'VehiclesGas': 1.134867074e-06, 'SmallEquipment': 1.131832936e-06, 'Advertising': 8.4209895e-07, 'FreightCharge': 7.141297299999999e-07, 'OfficeExpense': 4.1140188200000004e-07, 'VehicleRepairs': 3.9429191299999997e-07, 'Postage': 2.883214566e-07, 'Travel&Transportation': 2.19980898e-07, 'Telephone': 1.80068017e-07, 'Clothing&Hair&Makeup': 1.6443797300000001e-07}
 Viljoen has hailed clauses in South Africa 's new constitution as making possible a form of self-rule for the Afrikaners , descendants of the country 's Dutch , German and French settlers .,{'MISC': 0.001222473875566, 'PER': 8.172675137e-05, 'ORG': 6.2854724235e-05, 'Insurance': 4.477895012e-05, 'VehiclesGas': 1.25720038e-05, 'LOC': 1.110625346e-05, 'SoftwareSubscription': 1.1044760024e-05, 'Catering': 9.5516431e-06, 'BankCharges': 9.2242572e-06, 'Unknown': 5.4640340800000005e-06, 'VehicleRepairs': 3.4592597800000003e-06, 'Meals&Entertainment': 2.84423976e-06, 'FreightCharge': 2.3030165099999998e-06, 'Advertising': 1.96936879e-06, 'OfficeExpense': 1.92584362e-06, 'Clothing&Hair&Makeup': 1.4272346199999999e-06, 'Postage': 1.19021692e-06, 'SmallEquipment': 1.07593562e-06, 'Telephone': 6.468134820000001e-07, 'Travel&Transportation': 5.8211507e-07}
 According to state television , Viljoen told the news conference the self-rule model should be introduced in parts of the Northern Cape provinces where a majority of people -- whites and mixed-race Coloureds -- speak Afrikaans .,{'MISC': 0.000809384167789, 'ORG': 2.59544466274e-05, 'BankCharges': 1.4440848699999998e-05, 'PER': 9.364782777e-06, 'Insurance': 8.626741690999999e-06, 'Unknown': 4.5188798000000005e-06, 'LOC': 2.64241640555e-06, 'VehiclesGas': 2.5368565659999996e-06, 'SoftwareSubscription': 1.179844655e-06, 'Catering': 1.135810284e-06, 'Meals&Entertainment': 8.2657714e-07, 'Advertising': 7.33831682e-07, 'SmallEquipment': 6.09795636e-07, 'VehicleRepairs': 5.05500336e-07, 'FreightCharge': 4.0361488300000003e-07, 'Clothing&Hair&Makeup': 2.11808511e-07, 'Postage': 1.712150691e-07, 'OfficeExpense': 1.6261269399999998e-07, 'Telephone': 1.47385721e-07, 'Travel&Transportation': 1.4581086e-07}
 Rwandan refugee group calls for calm over census .,{'MISC': 0.045135802075186, 'ORG': 5.8903264249999996e-05, 'LOC': 1.9331381086979998e-05, 'PER': 1.82028458778e-05, 'Unknown': 1.013519856e-05, 'Insurance': 8.50313753e-06, 'SmallEquipment': 7.76711275e-06, 'BankCharges': 6.7599358099999995e-06, 'SoftwareSubscription': 4.215182691e-06, 'Travel&Transportation': 1.60842169e-06, 'Catering': 1.57218466e-06, 'FreightCharge': 1.18917626e-06, 'OfficeExpense': 1.166681454e-06, 'Postage': 1.139834874e-06, 'VehicleRepairs': 9.6774393e-07, 'VehiclesGas': 8.628476500000001e-07, 'Meals&Entertainment': 7.04172844e-07, 'Advertising': 6.958899e-07, 'Telephone': 6.39365074e-07, 'Clothing&Hair&Makeup': 9.89946068e-08}
 NAIROBI 1996-08-31,{'MISC': 0.00119310587174, 'ORG': 0.0007624730731999999, 'LOC': 0.00020689954592000001, 'Catering': 9.47106175e-05, 'Insurance': 6.482186682000001e-05, 'FreightCharge': 3.78823816e-05, 'Meals&Entertainment': 3.714609462e-05, 'SoftwareSubscription': 3.60070113e-05, 'BankCharges': 2.90090078e-05, 'SmallEquipment': 2.11611724e-05, 'Unknown': 1.68676409e-05, 'OfficeExpense': 1.64859179e-05, 'VehiclesGas': 1.62543522e-05, 'PER': 1.5008773455e-05, 'VehicleRepairs': 6.9341531899999994e-06, 'Travel&Transportation': 5.49858234e-06, 'Postage': 3.89116762e-06, 'Advertising': 3.8326538e-06, 'Telephone': 2.0963032000000003e-06, 'Clothing&Hair&Makeup': 1.9522943300000003e-06}
 A Rwandan refugee lobby group called on Saturday for calm in refugee camps in eastern Zaire during a census from Sunday to be conducted by aid workers .,{'MISC': 0.0028814283646, 'FreightCharge': 0.0017056042234000002, 'SoftwareSubscription': 0.0016653676665, 'PER': 0.00149486225493, 'VehiclesGas': 0.0007375457629999999, 'OfficeExpense': 0.00034956106159999997, 'Advertising': 0.000266288644, 'BankCharges': 0.000151409846, 'Travel&Transportation': 0.00010814029389999999, 'Meals&Entertainment': 8.343389224e-05, 'Catering': 5.34765276e-05, 'Clothing&Hair&Makeup': 4.319399894e-05, 'Insurance': 3.9947373e-05, 'SmallEquipment': 3.9844687599999996e-05, 'LOC': 3.8086815280000006e-05, 'Telephone': 3.75393192e-05, 'Unknown': 3.68918922e-05, 'VehicleRepairs': 1.174918356e-05, 'ORG': 1.1517712989999999e-05, 'Postage': 5.83215307e-06}
 The Rally for the Return of Refugees and Democracy in Rwanda ( RDR ) urged the U.N. High Commissioner for Refugees to avoid any " policing approach " and to calm refugees by explaining the aims of the operation .,{'PER': 0.011172427084970002, 'SoftwareSubscription': 0.000725697042, 'MISC': 0.000696579716276, 'LOC': 0.0006581726159999999, 'ORG': 0.0003815710469594, 'BankCharges': 6.204550249999999e-05, 'Advertising': 4.9914160299999996e-05, 'Meals&Entertainment': 3.0524194139999996e-05, 'FreightCharge': 2.80256277e-05, 'Unknown': 2.73118712e-05, 'OfficeExpense': 2.3225047900000002e-05, 'Travel&Transportation': 2.208500023e-05, 'VehiclesGas': 1.5938408599999998e-05, 'Insurance': 1.377284515e-05, 'Postage': 1.1577188840000001e-05, 'Catering': 1.00059661e-05, 'SmallEquipment': 8.714640199999999e-06, 'Telephone': 6.467504999999999e-06, 'Clothing&Hair&Makeup': 5.21566548e-06, 'VehicleRepairs': 3.532147211e-06}
 " The RDR appeals to all refugees to prepare themselves calmly for the demands of the census agents because it will be in their ultimate interest , " the group said in a statement .,{'MISC': 0.0023956713890855, 'LOC': 2.6244284658e-05, 'Insurance': 1.9311919960000003e-05, 'SoftwareSubscription': 1.8730641340000003e-05, 'ORG': 1.730593738e-05, 'Catering': 1.63780425e-05, 'BankCharges': 9.929218009999999e-06, 'SmallEquipment': 9.35794165e-06, 'OfficeExpense': 5.953673280000001e-06, 'PER': 4.7203768153999995e-06, 'FreightCharge': 4.130513059999999e-06, 'VehiclesGas': 3.35782133e-06, 'Meals&Entertainment': 3.19787774e-06, 'Unknown': 2.9393483299999997e-06, 'VehicleRepairs': 1.2863834799999999e-06, 'Postage': 1.2605893639999998e-06, 'Advertising': 6.46339865e-07, 'Travel&Transportation': 5.5441599e-07, 'Telephone': 3.83858527e-07, 'Clothing&Hair&Makeup': 3.234997612e-07}
 It said refugees feared census takers would use indelible ink to mark them so they could be detected by Rwandan government troops and mistreated if they were forced back into Rwanda .,{'MISC': 0.00353558047309, 'ORG': 2.57026506308e-05, 'PER': 9.184186514799999e-06, 'VehiclesGas': 8.21800821e-06, 'LOC': 8.0855504005e-06, 'Insurance': 7.790821554e-06, 'BankCharges': 4.03899719e-06, 'Unknown': 2.11025955e-06, 'Catering': 1.8574870200000001e-06, 'SmallEquipment': 1.773258616e-06, 'SoftwareSubscription': 1.5787041450000001e-06, 'FreightCharge': 1.2462002099999997e-06, 'Advertising': 8.72691714e-07, 'VehicleRepairs': 5.419143970000001e-07, 'Meals&Entertainment': 3.42748708e-07, 'OfficeExpense': 3.33983743e-07, 'Telephone': 2.216076075e-07, 'Travel&Transportation': 2.1314743299999998e-07, 'Postage': 1.889087376e-07, 'Clothing&Hair&Makeup': 1.665103948e-07}
 U.N. officials said more than 1,000 aid workers will take part in the census from Sunday until Tuesday of the estimated 727,000 refugees in camps around the eastern Zairean border town of Goma .,{'MISC': 0.12557732299315028, 'PER': 0.033035999279206994, 'LOC': 0.022927955984566, 'ORG': 0.004420185074715, 'SoftwareSubscription': 0.0026475177242, 'BankCharges': 0.0008123123954000001, 'Meals&Entertainment': 0.0003060164523, 'Clothing&Hair&Makeup': 0.00024244656416, 'Advertising': 0.00012929900120000002, 'OfficeExpense': 0.0001128726602, 'Unknown': 0.0001080516887, 'FreightCharge': 7.0815535e-05, 'Catering': 7.00442502e-05, 'VehiclesGas': 6.69737172e-05, 'Insurance': 5.58845752e-05, 'Postage': 4.70736831e-05, 'VehicleRepairs': 4.563908015e-05, 'Travel&Transportation': 3.631835936e-05, 'SmallEquipment': 3.070897092e-05, 'Telephone': 2.14564262e-05}
 Only about 100 refugees a week are returning voluntarily to Rwanda in contrast to the 600 babies born in the camps weekly .,{'ORG': 0.0574729837405, 'MISC': 0.020525816034500002, 'PER': 0.0160730447747, 'LOC': 0.013059022679, 'SoftwareSubscription': 0.0003935007861, 'Unknown': 0.000376732805, 'BankCharges': 0.000328906037, 'Travel&Transportation': 0.00014110383299999999, 'Insurance': 0.000125737163, 'Postage': 8.77834813e-05, 'SmallEquipment': 7.32413256e-05, 'Advertising': 6.97714784e-05, 'Telephone': 5.4082805400000003e-05, 'OfficeExpense': 5.22607369e-05, 'VehiclesGas': 4.04833281e-05, 'FreightCharge': 3.99753575e-05, 'Meals&Entertainment': 3.40307795e-05, 'VehicleRepairs': 2.985855048e-05, 'Catering': 1.2735130800000001e-05, 'Clothing&Hair&Makeup': 6.190884619999999e-06}
 Zairean Prime Minister Kengo wa Dondo said at the end of a visit to Rwanda last week that the Zairean and Rwandan governments agreed on an " organised , massive and unconditional repatriation " of the 1.1 million Rwandan refugees in Zaire .,{'MISC': 0.0199760215, 'PER': 0.00873561007, 'VehiclesGas': 0.00329002626, 'FreightCharge': 0.0022004075669999996, 'Catering': 0.0018218809050000002, 'BankCharges': 0.0017027426600000001, 'ORG': 0.00141947136, 'VehicleRepairs': 0.000705764774, 'Insurance': 0.00048381219899999993, 'OfficeExpense': 0.000359648254, 'SmallEquipment': 0.000342833062, 'Travel&Transportation': 0.00025850303, 'LOC': 0.0002385361465, 'Telephone': 0.000124716427, 'Advertising': 0.00010582777450000001, 'Unknown': 0.00010244338900000001, 'SoftwareSubscription': 9.5109194e-05, 'Meals&Entertainment': 7.30402995e-05, 'Postage': 3.7169927e-05, 'Clothing&Hair&Makeup': 2.6772347019999996e-05}
 He said the repatriation would be carried out swiftly and would be enormous , starting with the closure of refugee camps .,{'MISC': 0.003673054769845, 'ORG': 0.00028876006427200004, 'PER': 0.00012810008447500002, 'LOC': 4.13729065977e-05, 'BankCharges': 3.7313823499999996e-05, 'Insurance': 3.0266841e-05, 'VehiclesGas': 1.0269673759999999e-05, 'Unknown': 6.33915316e-06, 'Catering': 4.8095681999999995e-06, 'SoftwareSubscription': 3.3213764199999997e-06, 'Advertising': 2.1930943799999997e-06, 'Meals&Entertainment': 1.77593265e-06, 'VehicleRepairs': 1.659786016e-06, 'FreightCharge': 1.27089003e-06, 'SmallEquipment': 9.002158109999999e-07, 'Clothing&Hair&Makeup': 4.65868553e-07, 'OfficeExpense': 4.4343284e-07, 'Postage': 4.24687484e-07, 'Telephone': 3.8178878599999997e-07, 'Travel&Transportation': 2.61468679e-07}
 RDR said it feared forced expulsions would start in days .,{'MISC': 0.0178645984950314, 'ORG': 0.00173924794154, 'LOC': 0.0001128370378687, 'PER': 7.3341801708e-05, 'Insurance': 4.793794405e-05, 'SoftwareSubscription': 1.991602798e-05, 'Unknown': 1.77925751e-05, 'BankCharges': 1.68192887e-05, 'Postage': 9.12105015e-06, 'VehicleRepairs': 6.725994675e-06, 'SmallEquipment': 4.9578055800000005e-06, 'OfficeExpense': 3.10572457e-06, 'Advertising': 2.4233638399999997e-06, 'Catering': 1.9605853e-06, 'Travel&Transportation': 1.69937102e-06, 'FreightCharge': 1.50771529e-06, 'Telephone': 1.402506736e-06, 'VehiclesGas': 1.066988729e-06, 'Meals&Entertainment': 9.9242688e-07, 'Clothing&Hair&Makeup': 7.826808580000001e-07}
 Zairean troops expelled 15,000 refugees in August last year .,{'MISC': 0.0022187795013000004, 'ORG': 9.337625294692e-05, 'PER': 5.6013087316000005e-05, 'LOC': 4.81695072511e-05, 'Insurance': 1.97114073e-05, 'SoftwareSubscription': 1.5655422797e-05, 'BankCharges': 1.0959873399999999e-05, 'Unknown': 5.427660500000001e-06, 'Catering': 4.15241961e-06, 'OfficeExpense': 3.4404439550000004e-06, 'VehiclesGas': 3.43776686e-06, 'SmallEquipment': 2.94776574e-06, 'Meals&Entertainment': 2.36845058e-06, 'FreightCharge': 2.328426915e-06, 'Advertising': 1.85782536e-06, 'Postage': 1.54243791e-06, 'VehicleRepairs': 1.06913542e-06, 'Travel&Transportation': 7.60317522e-07, 'Telephone': 5.242007e-07, 'Clothing&Hair&Makeup': 4.2774048000000004e-07}
 Many of the 1.1 million Rwandan Hutu refugees in Zaire and nearly 600,000 in Tanzania refuse to go home , saying they fear reprisals for the 1994 genocide in Rwanda of up to a million people by Hutus .,{'MISC': 0.01514898287556, 'ORG': 0.003018791341796, 'LOC': 0.002320854119867, 'PER': 0.000413868149535, 'BankCharges': 2.65273589e-05, 'VehiclesGas': 2.5060993850000002e-05, 'Insurance': 2.067322868e-05, 'Unknown': 6.15534208e-06, 'VehicleRepairs': 4.34235945e-06, 'Catering': 3.3907999599999996e-06, 'SmallEquipment': 2.10117257e-06, 'FreightCharge': 1.68708224e-06, 'SoftwareSubscription': 1.315172793e-06, 'Telephone': 1.01216052e-06, 'Postage': 1.0050572809999999e-06, 'Advertising': 9.5054293e-07, 'Travel&Transportation': 7.7823642e-07, 'OfficeExpense': 7.09520803e-07, 'Meals&Entertainment': 6.16147994e-07, 'Clothing&Hair&Makeup': 3.71832876e-07}
 NATO monitors Moslem move towards tense village .,{'MISC': 0.00914641508396, 'ORG': 0.0006288764284139999, 'BankCharges': 0.000362075956, 'LOC': 0.00024905315747019997, 'PER': 0.000191519445794, 'Insurance': 0.00012990967057, 'Unknown': 3.595824659999999e-05, 'VehiclesGas': 1.96985985e-05, 'Catering': 1.96809168e-05, 'SmallEquipment': 9.498135779999999e-06, 'SoftwareSubscription': 8.416620570000002e-06, 'VehicleRepairs': 7.86796822e-06, 'Advertising': 5.8866179e-06, 'Meals&Entertainment': 5.44568219e-06, 'FreightCharge': 4.9206466000000004e-06, 'Clothing&Hair&Makeup': 2.9238697e-06, 'Postage': 2.329622673e-06, 'Telephone': 1.482236796e-06, 'OfficeExpense': 1.4301739700000001e-06, 'Travel&Transportation': 1.334226526e-06}
 MAHALA , Bosnia 1996-08-31,{'MISC': 0.010398803178742, 'ORG': 0.0030283883492159998, 'LOC': 0.001743050915727, 'PER': 0.000358380581105, 'BankCharges': 0.00013674142900000003, 'Insurance': 4.0496723000000004e-05, 'Unknown': 1.87399747e-05, 'SoftwareSubscription': 1.869840253e-05, 'VehiclesGas': 1.08401172e-05, 'SmallEquipment': 1.0095157179999999e-05, 'FreightCharge': 5.8678372e-06, 'Advertising': 5.65122317e-06, 'OfficeExpense': 5.427872069999999e-06, 'Catering': 5.0032752e-06, 'Postage': 4.54332825e-06, 'VehicleRepairs': 3.6960509000000003e-06, 'Clothing&Hair&Makeup': 2.4948935e-06, 'Telephone': 2.11933e-06, 'Meals&Entertainment': 1.83464189e-06, 'Travel&Transportation': 1.3184109700000001e-06}
 NATO said it was closely monitoring the movement of about 75 Moslem men towards the village of Mahala in Bosnia 's Serb republic on Saturday , two days after a violent confrontation with Serbs .,{'MISC': 0.0031893090320591, 'LOC': 0.00117567537947, 'Insurance': 0.0010038135244, 'ORG': 0.0006394463576000001, 'BankCharges': 0.00051269421, 'PER': 0.00036234194302, 'Catering': 0.00015691596299999999, 'SoftwareSubscription': 9.263993090000001e-05, 'Unknown': 7.453783499999999e-05, 'Meals&Entertainment': 6.41436694e-05, 'Clothing&Hair&Makeup': 5.64330502e-05, 'SmallEquipment': 5.34928152e-05, 'VehiclesGas': 4.92351331e-05, 'VehicleRepairs': 3.83837114e-05, 'Postage': 3.539441647e-05, 'FreightCharge': 2.2565583499999998e-05, 'Advertising': 1.7193897e-05, 'OfficeExpense': 1.46328293e-05, 'Travel&Transportation': 1.004872939e-05, 'Telephone': 7.08685391e-06}
 " I have to report this morning that we have in fact received reports ...,{'MISC': 0.0095548196804, 'VehiclesGas': 0.00030419123749999996, 'FreightCharge': 0.0002655296453, 'Catering': 0.00022977441899999998, 'ORG': 8.64857509e-05, 'VehicleRepairs': 8.460370620000001e-05, 'BankCharges': 6.65737853e-05, 'LOC': 6.398598349999999e-05, 'OfficeExpense': 4.9130683500000005e-05, 'Insurance': 4.1184626499999994e-05, 'SmallEquipment': 3.20057694e-05, 'Meals&Entertainment': 3.055748624e-05, 'Travel&Transportation': 2.5040213050000003e-05, 'SoftwareSubscription': 1.58062131e-05, 'PER': 1.01486567e-05, 'Clothing&Hair&Makeup': 7.1148834800000005e-06, 'Advertising': 7.0040010900000005e-06, 'Telephone': 5.61021223e-06, 'Unknown': 3.98094591e-06, 'Postage': 2.478167874e-06}
 that up to 75 Moslem men are believed to be approaching Mahala , " NATO spokesman Lieutenant-Colonel Max Marriner said in Sarajevo .,{'MISC': 0.009471208355241, 'LOC': 0.003061494741835, 'ORG': 0.00103395188949172, 'PER': 0.0006644966259659999, 'BankCharges': 0.0005257610805, 'Insurance': 7.21470174e-05, 'SoftwareSubscription': 7.160236529999999e-05, 'SmallEquipment': 6.20739567e-05, 'OfficeExpense': 4.35007113e-05, 'Postage': 3.7681798e-05, 'Unknown': 2.9698881599999995e-05, 'FreightCharge': 2.5140483399999997e-05, 'VehiclesGas': 2.4480256499999998e-05, 'Catering': 1.81547881e-05, 'Advertising': 1.49830016e-05, 'Telephone': 1.105658936e-05, 'Meals&Entertainment': 1.027339823e-05, 'VehicleRepairs': 9.03511664e-06, 'Clothing&Hair&Makeup': 7.10342486e-06, 'Travel&Transportation': 6.30163829e-06}
 Marriner said that NATO troops had set up a checkpoint on the road between Tuzla and Mahala to establish the identities and intentions of the men headed towards the village .,{'MISC': 0.00037988508163399996, 'Meals&Entertainment': 7.569001506999999e-05, 'SoftwareSubscription': 4.1478781940000005e-05, 'ORG': 3.0700846600000005e-05, 'Catering': 1.357287441e-05, 'SmallEquipment': 9.02029183e-06, 'OfficeExpense': 7.4431688000000005e-06, 'Unknown': 6.35739311e-06, 'Postage': 4.317152795000001e-06, 'Insurance': 3.96151025e-06, 'FreightCharge': 3.83504694e-06, 'Travel&Transportation': 3.423632987e-06, 'PER': 2.07155273756e-06, 'LOC': 1.975407167e-06, 'Advertising': 1.0415601259999999e-06, 'Clothing&Hair&Makeup': 8.88971483e-07, 'BankCharges': 7.063551669999999e-07, 'VehiclesGas': 6.4655473e-07, 'VehicleRepairs': 3.75388631e-07, 'Telephone': 2.511047028e-07}
 Mahala is a Moslem village on Bosnian Serb republic territory .,{'MISC': 0.006837379476, 'PER': 0.0048049644085687, 'LOC': 0.0034710498565, 'ORG': 0.00099061431252, 'Travel&Transportation': 0.00024149075406999998, 'Unknown': 1.61872908e-05, 'SoftwareSubscription': 1.395773449e-05, 'SmallEquipment': 1.1683575300000001e-05, 'Insurance': 8.642194900000001e-06, 'BankCharges': 7.91977027e-06, 'VehiclesGas': 7.5847962e-06, 'FreightCharge': 6.8022562999999995e-06, 'VehicleRepairs': 5.7578309e-06, 'Postage': 5.52751673e-06, 'Catering': 4.6909023099999995e-06, 'Meals&Entertainment': 4.01286746e-06, 'Telephone': 3.86934814e-06, 'OfficeExpense': 2.3896000300000003e-06, 'Advertising': 2.18472162e-06, 'Clothing&Hair&Makeup': 5.904080947e-07}
